SI;150.0;4.1
SI;150.0;4.5
SI;150.0;5.72
SI;25.0;5.89
SI;225.0;6.58
SI;150.0;7.49
SI;225.0;7.8
SI;25.0;9.04
SI;225.0;9.57
SI;450.0;9.7
SI;150.0;10.27
SI;450.0;10.92
SI;225.0;12.35
SI;450.0;12.69
SI;25.0;14.55
SI;150.0;14.79
SI;450.0;15.47
SI;225.0;16.87
SI;150.0;17.68
SI;1050.0;18.02
SI;1050.0;19.24
SI;450.0;19.99
SI;1050.0;21.01
SI;450.0;22.88
SI;1050.0;23.79
SI;150.0;25.99
SI;1050.0;28.31
SI;450.0;31.19
SI;1050.0;31.2
SI;150.0;31.5
SI;450.0;36.7
SI;1050.0;39.51
SI;150.0;42.67
SI;1050.0;45.02
SI;450.0;47.87
SI;1050.0;56.19
SI;5000.0;100.0
SK;25.0;1.3
SK;25.0;2.1
SK;100.0;3.3
SK;100.0;3.9
SK;25.0;4.7
SK;500.0;5.3
SK;500.0;5.9
SK;100.0;6.5
SK;1000.0;7.8
SK;25.0;8.0
SK;1000.0;8.4
SK;500.0;8.5
SK;100.0;9.8
SK;1000.0;11.0
SK;500.0;11.8
SK;25.0;13.5
SK;1000.0;14.3
SK;100.0;15.3
SK;500.0;17.3
SK;1000.0;19.8
SK;500.0;22.5
SK;1000.0;25.0
SK;500.0;29.5
SK;1000.0;32.0
SK;500.0;42.0
SK;1000.0;44.5
